request_id,ip_origem,url_uri,metodo_http,user_agent,headers_extras,query_params,body,cookies,tamanho_requisicao,taxa_requisicoes_1m,tls_fingerprint,geolocalizacao,reputacao_ip,historico_sessao,label,tipo_ataque
66218bcd,106.108.81.243,/api/pedidos,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=00cc5a3a-f1fd-4e95-aa1a-f23179eb6f2d; theme=dark,543,11,d9296daf3b41cbc82e89cb598736bcc8,FR,0.76,new,normal,none
228ac191,94.117.214.58,/api/users,PUT,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,search=<script>alert(1)</script>,,session_id=795d2ae5-fd9b-4af9-a4ae-2a51cad394b9;,540,4,b878a0d04b054084b218c9947f23f73a,GB,0.43,previously_flagged,suspeita,xss
4153be92,84.140.35.11,/admin,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,search=<script>alert(1)</script>,,session_id=c7a6ead9-1251-425c-9e79-06a770f667d3;,325,14,42f01d73ea085d1ed166b9a6e8c22d59,BR,0.07,previously_flagged,suspeita,xss
324d61f1,165.223.37.45,/home,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=7117df50-8d1a-4a2c-bebb-58e54e82dbea; theme=dark,115,1,1dbf0f238d8f856f40c53643eacb2d96,CN,0.95,new,normal,none
49a73557,111.10.101.89,/admin,DELETE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=0e3ddeaf-5df0-4bfc-bcce-d8a0821d70b2;,354,3578,35d24da0827b0573cc71a788a278d0cd,CN,0.08,new,suspeita,dos
610aba7e,17.30.182.34,/download?file=..%2F..%2Fwindows%2Fwin.ini,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=b176d7a8-a14c-4502-8c88-0fd5d29dc124;,374,27,3e29253a66db1614042585b27a9a6132,FR,0.47,previously_flagged,suspeita,path_traversal
5e57b847,156.52.111.165,/download?file=..%2F..%2Fwindows%2Fwin.ini,DELETE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=d54e092c-28f9-463c-a437-5aa7a53f537d;,750,24,7f99d6f154e0ecb78cc466e13fe4cc8f,DE,0.45,previously_flagged,suspeita,path_traversal
98fb84bb,69.186.228.19,/contato,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=fc83446c-4a91-4873-8c93-f1c6763250d4; theme=dark,720,8,a089e7510965d667f06ea1f4c3fa2644,GB,1.0,new,normal,none
35e6dc43,65.242.60.52,/login,DELETE,curl/7.68.0,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=0af53247-194a-4fb2-acf7-2bf135382e81;,327,77,097088067eae61227320399f0bdfdade,IN,0.3,previously_flagged,suspeita,bot
00ab6b73,76.170.148.200,/home,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""coxmallory"", ""pass"": ""******""}",session_id=1b31e4a1-9b71-4971-bf50-6041e0bd4d2b; theme=dark,476,14,b6ace536561d6af6fbbb5c303c09ae88,CN,0.71,new,normal,none
c42e5bdf,99.222.190.254,/produtos,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""vanessa67"", ""pass"": ""******""}",session_id=e77caf01-cccf-429c-a6b8-e0e0f1015666; theme=dark,231,12,43a9756a22606ca6db33c88c7fd8e0bf,US,0.89,new,normal,none
7cc2cd79,166.211.226.140,/admin,POST,curl/7.68.0,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=58d2fa46-0777-4967-995a-29cee1fda457;,476,33,93f156f2bebbbd10bae7f399e9951a71,FR,0.47,previously_flagged,suspeita,bot
74182f7c,73.123.6.181,/login,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,id=76&ref=promo,,session_id=51ef1add-129e-437a-9c60-1f114b66be23; theme=dark,463,13,804d6136dd4791eda8c88b45e83af8fe,DE,0.85,new,normal,none
652adece,163.128.36.152,/produtos,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=d17b881c-9742-4d51-b549-4dd2d56a591b; theme=dark,225,1,dfc76a8f87f69024d5765e47c57466b0,CN,0.96,established,normal,none
2d11b6f3,125.127.19.150,/produtos,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""kathleen52"", ""pass"": ""******""}",session_id=b1972f68-1415-4031-8a31-107168101125; theme=dark,271,1,3f4cdc9174648101483bc0bc059c1a42,US,0.83,new,normal,none
382254d5,55.77.113.79,/search,POST,python-requests/2.25.1,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=b29e5ea3-6f2b-4114-ac9b-82fe5b6c4c73;,558,73,c1212729d801c74ef86ff7ba71bd8d5a,GB,0.2,new,suspeita,bot
68172434,49.161.157.85,/login,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,id=44&ref=promo,,session_id=01519df9-791a-4171-8bcb-49ad0bb2ca0a; theme=dark,395,12,bfcd7c6e2a604e6178bbcb84b9aa5215,BR,0.78,established,normal,none
b89c46fc,33.47.102.8,/login,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""zwilliams"", ""pass"": ""******""}",session_id=e16017b2-291b-43a9-914f-9b29f5afc786; theme=dark,427,9,67444769329e830e680ab3808985c76c,CN,0.95,established,normal,none
457ea21a,166.230.223.142,/admin,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=5f5a6087-bad1-4bd3-98b5-1217789b9a8d;,737,2611,4b92741962e022c8f9ec842b1df018f8,US,0.15,previously_flagged,suspeita,dos
50f57d0e,120.54.14.200,/search,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""' OR 1=1 --""}",session_id=24a5d1db-4a61-4630-b224-b2564a661dfb;,715,3,ffbf6c4ea1947211c1a643d4669ca9b4,CN,0.49,new,suspeita,sqli
c3d14a1a,131.17.43.9,/contato,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=d74d1904-ccb2-4f8d-a2d4-c8e4fba1cedd; theme=dark,317,14,bc8f4d037e1bd92d334d605bdd4a7fc3,IN,0.91,established,normal,none
e6ad81fd,210.114.204.5,/login,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""admin' #""}",session_id=b717bd64-c76f-4432-96f7-5437b1813019;,167,11,b51fd2940bcb1a503192c142ea4c457a,RU,0.53,previously_flagged,suspeita,sqli
1fd48c0d,177.172.14.115,/admin,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""' UNION SELECT null, username, password FROM users--""}",session_id=eb86e13b-a62f-4550-80a7-d6d0b6c5c99e;,287,9,f317c0092aa152e0ecd7e4668ea3b3d0,FR,0.25,previously_flagged,suspeita,sqli
56da1ad9,200.181.95.197,/login,POST,curl/7.68.0,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=169c48c7-b247-439e-8c13-9f323dec378c;,768,24,f9a2d04c1eed932548c2e8c03f39f358,CN,0.22,previously_flagged,suspeita,bot
93d440ad,67.45.240.190,/api/pedidos,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=7664f873-6fca-4dfe-9763-4356a6ff7cb0; theme=dark,596,8,4514baba4228da3594669961df57847a,GB,0.91,new,normal,none
fafb41ee,97.200.46.92,/login,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,id=26&ref=promo,,session_id=a9ba3c8b-9922-45e0-b714-5e5228e0a401; theme=dark,273,8,6f89e174d96b04465790938ed7b163b1,FR,0.79,established,normal,none
ebd3c09e,195.123.54.69,/login,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=963aa7a4-42d1-44e6-8b16-dfd0bb726cfd; theme=dark,640,14,96e358514680724f06e5553639675645,RU,0.75,new,normal,none
ede6103f,110.220.85.237,/home,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=1fc97eea-c994-4b96-9f0e-406dd5244d94; theme=dark,660,2,ce7142826d3d85a48fd06936f8ebbb19,US,0.97,established,normal,none
b2467460,79.204.133.166,/produtos,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,id=7&ref=promo,,session_id=1463624c-92cc-4a39-b1d1-4ed17801d619; theme=dark,245,5,1d32390c91599ef006e909a0c7bd3504,RU,0.77,established,normal,none
406d6c6d,21.158.201.151,/produtos,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""emilymoore"", ""pass"": ""******""}",session_id=97b87726-c70d-4ed8-b34f-3a49e99f5063; theme=dark,117,12,495b5e002a5f034ca9960c9a9bb3f40d,CN,0.88,established,normal,none
443e6308,39.241.185.19,/admin,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=6de192cd-999d-41ae-ae25-369b5b4504c5;,311,4914,a22f336dda84c743a4056d024467bebb,FR,0.14,new,suspeita,dos
4cb40ea2,110.224.223.5,/login,PUT,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,search=javascript:eval('var a=1'),,session_id=cab9a984-ca8e-4add-9ac2-97197e9fd852;,551,13,caa128116228ae2df4d70993d8249baa,CN,0.17,new,suspeita,xss
e302d43f,182.231.189.94,/produtos,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=5377f519-3dc2-48f7-835d-5582e95e6329; theme=dark,254,14,16575ed281b11815e6e0cdb73b20bc45,US,0.75,new,normal,none
db95a415,94.58.151.43,/contato,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,id=1&ref=promo,,session_id=bc93b13a-8df9-4518-807a-52d125b05734; theme=dark,203,1,b3280bf6cfcc0a038237b4e730b741c7,RU,0.98,established,normal,none
23c6da33,180.180.52.20,/produtos,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""robert35"", ""pass"": ""******""}",session_id=d01e2306-c7e6-4928-8205-df0c3fb7e200; theme=dark,585,6,b6b019952201c1d15d4331dfc5890ce3,DE,0.72,established,normal,none
b0477bbb,173.160.245.124,/home,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=cf23a4a2-90d9-423e-a69e-01a0e8b95f0e; theme=dark,218,8,1f227d51e49d52a390fe64367bfa9057,RU,0.94,new,normal,none
beb6bb39,192.42.77.35,/admin,DELETE,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=a31666f8-0988-4b92-86af-fb3029fc80ba;,324,1986,e49e25aa09b9fc448d657fa0e993a99f,IN,0.1,previously_flagged,suspeita,dos
0fb94488,84.134.35.101,/search,PUT,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,"search=""><img src=x onerror=prompt(1)>",,session_id=12943077-d118-4d35-9fa4-7d9b16acfffa;,213,2,fe455a43d1cfcac470510457cdb874cb,GB,0.52,new,suspeita,xss
fe666cdf,205.24.186.78,/api/users,DELETE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,search=javascript:eval('var a=1'),,session_id=d2bc73f1-2dd0-4076-8038-a4797f7ad8bb;,387,17,329cf1610b4d91e71ddd12b275fc887c,CN,0.21,new,suspeita,xss
e4254761,12.93.156.237,/login,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=efa01bcf-ceb0-44ae-9829-8963d453d937; theme=dark,369,4,0806c7d7da59e8311c45b210da258c13,IN,0.75,new,normal,none
af38e733,24.16.249.157,/home,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""qlee"", ""pass"": ""******""}",session_id=bdd7e51f-7c1f-4495-9847-35527b74e5cb; theme=dark,394,6,e8439bc059c39986013bf69d9d6aaebc,RU,0.79,established,normal,none
32878e44,155.232.62.192,/api/pedidos,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=17713b18-8fc8-4dc6-9e3b-138e20b91edc; theme=dark,578,5,6fa8b22527b692ea86fc7522e00af26b,CN,0.79,established,normal,none
2cb02c12,29.51.229.174,/login,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""tdecker"", ""pass"": ""******""}",session_id=1ef4028a-817f-4c8a-b717-32c8e096705c; theme=dark,745,3,f14db95617e0bc78e983b6c274399fea,DE,0.95,established,normal,none
0e7deb23,186.105.91.44,/search,DELETE,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,"search=""><img src=x onerror=prompt(1)>",,session_id=9609b87b-9b45-449f-974c-8ebf1aa58c37;,584,10,f5ecde215b4fa93a4aa44b4cc958abe6,IN,0.04,new,suspeita,xss
f6b29314,191.138.176.58,/login,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=cde31f71-7801-41f3-b784-20e18a9abfd4; theme=dark,501,4,139883fffcd3bb7b723f4f3da1b520be,CN,0.95,new,normal,none
11172b97,79.53.180.78,/produtos,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=86206501-fb93-4d02-8ac1-686fc5bd98ee; theme=dark,221,9,7b2e44c0eb7a0ca079954f816079439f,DE,0.76,new,normal,none
0c1cb95f,164.143.73.46,/login,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""' UNION SELECT null, username, password FROM users--""}",session_id=884244d1-006a-4cd7-a143-e4b455b4a2d2;,585,20,e5c6d41844a7e419137a2c0b2e97b122,FR,0.42,new,suspeita,sqli
e98094dc,192.113.3.213,/login,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=eb8ca046-eded-4753-afae-73805c924599; theme=dark,363,8,cd12c8a9c3bde9b96fec16683ddc4ff4,GB,0.8,established,normal,none
f968f7e4,99.24.44.98,/contato,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""dianegreen"", ""pass"": ""******""}",session_id=69598eca-df28-4936-96d6-6472f4ee2cd1; theme=dark,432,1,5b1943d1d997fbbb2658e225388923be,GB,0.97,established,normal,none
1ba3b4a8,33.126.226.144,/api/users,DELETE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""' OR 1=1 --""}",session_id=6f7af013-47e1-4edd-9d2d-ce8cede90e2c;,364,6,d72218b2767d7f0943bdb99fa2388356,RU,0.15,previously_flagged,suspeita,sqli
5953739f,44.164.26.147,/api/pedidos,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=29c30bd1-5027-4ad5-8b4f-34de3d118d92; theme=dark,797,2,38dd06f940b09dd24076823d109d5a96,US,0.81,established,normal,none
199bd19a,19.224.42.84,/admin,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=835f7cd7-3125-4cd3-9f4a-c27dc24fc2ed;,353,1808,e59227d07dbfe28509ff8460d88e0741,GB,0.26,previously_flagged,suspeita,dos
39ca29f4,131.26.192.77,/api/users,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,"search=""><img src=x onerror=prompt(1)>",,session_id=5ebdb7d9-3810-419c-92fe-4de420998660;,759,3,503a2794c99e6737b77a9f348b441057,US,0.38,new,suspeita,xss
f4c78358,213.164.140.130,/produtos,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=c61bfbbf-d8aa-44f0-bdf0-5715c1576c90; theme=dark,381,11,30eb902e4d44748566873b0c17958e18,US,0.86,new,normal,none
df5f2a87,57.31.194.54,/api/pedidos,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""david39"", ""pass"": ""******""}",session_id=087fd9e7-aad5-4446-84e1-9beaf26a3f6d; theme=dark,149,1,d1cad3fdef9c0f9b0950343da3ba08cd,BR,0.73,new,normal,none
526ba0cd,18.122.165.57,/login,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=6fd9b246-6e2f-4b7a-80fa-d0542d409117; theme=dark,230,4,a50dec3dc8c7e44dce0bf37f847e6468,US,0.76,established,normal,none
468e424f,116.118.194.171,/contato,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""eileen51"", ""pass"": ""******""}",session_id=017684f8-ee0c-42af-8c9f-7b7ab484a28b; theme=dark,683,14,85a7a267f0d35ade40508ac7d5d4f5db,FR,0.79,new,normal,none
cb3da7bd,213.88.12.60,/search,GET,sqlmap/1.5.8#dev (http://sqlmap.org),Content-Type: text/html; Accept-Language: pt-BR,,,session_id=ea966a27-6c21-4783-b80b-1bd4a3766455;,294,84,38071a394802f1ac2e2aa17d93fa491b,BR,0.33,previously_flagged,suspeita,bot
ce1bd3ad,181.141.116.14,/admin,DELETE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,search=javascript:eval('var a=1'),,session_id=17058d01-81b2-457c-8fac-1fe28c1b368e;,482,2,4c453a94c758dd32f9f38b66658d74fb,GB,0.22,previously_flagged,suspeita,xss
968773cd,122.250.53.33,/search,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,"user=' UNION SELECT null, username, password FROM users--",,session_id=6024ef18-8521-44db-93ff-0ad02d7a8c62;,578,3,ebd5b268e976058a70e5af4ab128e71d,CN,0.54,previously_flagged,suspeita,sqli
67ea0123,24.53.230.77,/contato,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""greenmichelle"", ""pass"": ""******""}",session_id=ebd1deca-7a95-44b4-b26b-1f63695b46e1; theme=dark,397,3,30f54bbfe3b2d12b262be9402934d4ed,IN,0.88,established,normal,none
978a297e,165.127.85.155,/home,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=e2eef997-e995-40d9-90aa-efea8a2f1a09; theme=dark,680,12,bff60695f7b29965d5d4195051a92766,US,0.74,established,normal,none
58e2463d,137.164.59.53,/login,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=688a66d0-1f65-4431-a29c-07e05db7cbed; theme=dark,287,5,8a7efe96f4fea49bfb521d9e5cf947bb,IN,0.93,new,normal,none
bc8dc7b7,106.174.17.53,/api/pedidos,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""jonesmichael"", ""pass"": ""******""}",session_id=b49e94a2-1e92-4164-b655-2e106c8811cc; theme=dark,727,8,7f4a8d7c3fe2f47f457dbcbde9b62d69,BR,0.77,new,normal,none
2ffaed8b,119.18.16.248,/search,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,search=<script>alert(1)</script>,,session_id=e0c7e97d-6a3a-4025-9dc4-1ae1b3eb122a;,484,6,8f05c66664a6eb63ce5059662367d0f7,DE,0.26,previously_flagged,suspeita,xss
1fa4138a,3.46.143.63,/login,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=6526897d-3c46-4733-ac5f-f247a9eaa668;,700,1290,b351b44b5f763b717ed11629f3aa940f,IN,0.11,previously_flagged,suspeita,dos
c14443f2,133.229.28.128,/search,DELETE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,search=<script>alert(1)</script>,,session_id=250208c2-ff8f-436a-a471-c1344639035c;,750,3,df8c14d421e835c9e6d12396f7187bbb,GB,0.0,previously_flagged,suspeita,xss
ad40ae00,68.115.113.58,/api/pedidos,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,id=73&ref=promo,,session_id=2265b628-d905-4235-91ab-fdcaff7ce65e; theme=dark,150,15,8d204754da2d7d5f1f7967ebc441b140,US,0.98,established,normal,none
09fde36d,14.220.96.137,/contato,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""robertprince"", ""pass"": ""******""}",session_id=30a63af1-38a8-484d-a60f-dcc3c51c0014; theme=dark,764,15,5175c3668058b6033dd43d1b7f362b4f,DE,0.79,new,normal,none
02f924da,212.176.64.75,/api/pedidos,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""srussell"", ""pass"": ""******""}",session_id=0691cbd8-00ae-43ea-b539-152b5b0293be; theme=dark,403,14,c796c83f171aa89df20e653030c3dd8b,BR,0.98,established,normal,none
74322ee9,54.217.164.26,/home,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=6cc89e8b-1edc-4369-be88-ce9002bc0b64; theme=dark,262,2,519c957b5c3c9d1903c94ed2cf2a7fd8,DE,0.9,new,normal,none
a355686b,89.164.192.41,/contato,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""valdezbrandi"", ""pass"": ""******""}",session_id=a3a9064a-25fe-43b9-90b6-bdec11a5f63c; theme=dark,443,5,1e6163e13be6e1a54fec32caf2401fc0,FR,0.98,new,normal,none
c41b60b6,112.117.145.127,/login,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""colleen51"", ""pass"": ""******""}",session_id=0fc1fe36-adc0-40f7-85af-208ff65fd66a; theme=dark,281,13,11affaa387965e2ee88427fddedab6ed,DE,0.81,established,normal,none
d8ca14c0,18.157.96.236,/api/pedidos,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""brookerogers"", ""pass"": ""******""}",session_id=dd679c57-56ae-4e7b-9d26-271a957613c9; theme=dark,446,3,17326b8336af2033e53fb5b7376839ca,RU,0.78,new,normal,none
1c413889,7.37.199.227,/login,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,user=' OR 1=1 --,,session_id=d5c90eaa-3070-4187-af20-73874c789f0a;,626,1,23c37c6319c5c101f7921544ee058764,CN,0.41,previously_flagged,suspeita,sqli
edcc3d41,197.141.93.23,/produtos,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""lewisderek"", ""pass"": ""******""}",session_id=b7928905-2ae4-45d2-b36f-8352320771fe; theme=dark,512,8,b26f64db13e0c1163b141531d26cc35d,FR,0.81,established,normal,none
70070409,117.170.62.106,/api/users,DELETE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,"search=""><img src=x onerror=prompt(1)>",,session_id=11736bce-8329-4838-bd52-e1bd502a6670;,783,30,3b50818aed7d6892292f72fea91c09de,GB,0.39,previously_flagged,suspeita,xss
